split,filename,object_index,class_name,source_image_path,crop_path,xmin,ymin,xmax,ymax,padded_xmin,padded_ymin,padded_xmax,padded_ymax,crop_width,crop_height
validation,pitted_surface_285.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_285.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_285_obj00_pitted_surface.jpg,19,21,150,191,14,16,155,196,141,180
validation,pitted_surface_286.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_286.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_286_obj00_pitted_surface.jpg,26,2,198,192,21,0,200,197,179,197
validation,pitted_surface_287.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_287.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_287_obj00_pitted_surface.jpg,12,1,199,191,7,0,200,196,193,196
validation,pitted_surface_288.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_288.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_288_obj00_pitted_surface.jpg,22,1,199,141,17,0,200,146,183,146
validation,pitted_surface_289.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_289.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_289_obj00_pitted_surface.jpg,40,18,198,200,35,13,200,200,165,187
validation,pitted_surface_289.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_289.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_289_obj01_pitted_surface.jpg,2,31,85,199,0,26,90,200,90,174
validation,pitted_surface_290.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_290.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_290_obj00_pitted_surface.jpg,1,16,180,200,0,11,185,200,185,189
validation,pitted_surface_290.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_290.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_290_obj01_pitted_surface.jpg,133,1,198,126,128,0,200,131,72,131
validation,pitted_surface_290.jpg,2,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_290.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_290_obj02_pitted_surface.jpg,11,1,129,44,6,0,134,49,128,49
validation,pitted_surface_291.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_291.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_291_obj00_pitted_surface.jpg,1,1,179,195,0,0,184,200,184,200
validation,pitted_surface_291.jpg,1,patches,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_291.jpg,C:\NEU-DET\crops\validation\patches\pitted_surface_291_obj01_patches.jpg,170,1,198,66,165,0,200,71,35,71
validation,pitted_surface_292.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_292.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_292_obj00_pitted_surface.jpg,46,1,200,138,41,0,200,143,159,143
validation,pitted_surface_292.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_292.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_292_obj01_pitted_surface.jpg,73,107,197,191,68,102,200,196,132,94
validation,pitted_surface_292.jpg,2,patches,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_292.jpg,C:\NEU-DET\crops\validation\patches\pitted_surface_292_obj02_patches.jpg,26,136,71,198,21,131,76,200,55,69
validation,pitted_surface_292.jpg,3,patches,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_292.jpg,C:\NEU-DET\crops\validation\patches\pitted_surface_292_obj03_patches.jpg,1,43,52,126,0,38,57,131,57,93
validation,pitted_surface_293.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_293.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_293_obj00_pitted_surface.jpg,17,1,199,192,12,0,200,197,188,197
validation,pitted_surface_294.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_294.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_294_obj00_pitted_surface.jpg,66,66,197,192,61,61,200,197,139,136
validation,pitted_surface_294.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_294.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_294_obj01_pitted_surface.jpg,1,90,64,199,0,85,69,200,69,115
validation,pitted_surface_294.jpg,2,patches,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_294.jpg,C:\NEU-DET\crops\validation\patches\pitted_surface_294_obj02_patches.jpg,51,38,78,74,46,33,83,79,37,46
validation,pitted_surface_295.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_295.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_295_obj00_pitted_surface.jpg,52,6,200,156,47,1,200,161,153,160
validation,pitted_surface_295.jpg,1,patches,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_295.jpg,C:\NEU-DET\crops\validation\patches\pitted_surface_295_obj01_patches.jpg,9,67,55,131,4,62,60,136,56,74
validation,pitted_surface_296.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_296.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_296_obj00_pitted_surface.jpg,3,3,112,198,0,0,117,200,117,200
validation,pitted_surface_296.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_296.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_296_obj01_pitted_surface.jpg,101,1,199,188,96,0,200,193,104,193
validation,pitted_surface_296.jpg,2,patches,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_296.jpg,C:\NEU-DET\crops\validation\patches\pitted_surface_296_obj02_patches.jpg,92,104,141,177,87,99,146,182,59,83
validation,pitted_surface_297.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_297.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_297_obj00_pitted_surface.jpg,1,4,139,198,0,0,144,200,144,200
validation,pitted_surface_298.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_298.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_298_obj00_pitted_surface.jpg,46,1,163,182,41,0,168,187,127,187
validation,pitted_surface_298.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_298.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_298_obj01_pitted_surface.jpg,166,12,197,142,161,7,200,147,39,140
validation,pitted_surface_299.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_299.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_299_obj00_pitted_surface.jpg,35,14,112,176,30,9,117,181,87,172
validation,pitted_surface_299.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_299.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_299_obj01_pitted_surface.jpg,116,21,199,200,111,16,200,200,89,184
validation,pitted_surface_299.jpg,2,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_299.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_299_obj02_pitted_surface.jpg,2,12,38,178,0,7,43,183,43,176
validation,pitted_surface_300.jpg,0,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_300.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_300_obj00_pitted_surface.jpg,135,7,198,200,130,2,200,200,70,198
validation,pitted_surface_300.jpg,1,pitted_surface,C:\NEU-DET\validation\images\pitted_surface\pitted_surface_300.jpg,C:\NEU-DET\crops\validation\pitted_surface\pitted_surface_300_obj01_pitted_surface.jpg,1,1,153,198,0,0,158,200,158,200
validation,rolled-in_scale_241.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_241.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_241_obj00_rolled-in_scale.jpg,62,3,156,100,57,0,161,105,104,105
validation,rolled-in_scale_241.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_241.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_241_obj01_rolled-in_scale.jpg,53,104,155,196,48,99,160,200,112,101
validation,rolled-in_scale_242.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_242.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_242_obj00_rolled-in_scale.jpg,38,71,132,197,33,66,137,200,104,134
validation,rolled-in_scale_242.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_242.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_242_obj01_rolled-in_scale.jpg,16,11,125,116,11,6,130,121,119,115
validation,rolled-in_scale_243.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_243.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_243_obj00_rolled-in_scale.jpg,58,26,129,192,53,21,134,197,81,176
validation,rolled-in_scale_244.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_244.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_244_obj00_rolled-in_scale.jpg,25,30,83,136,20,25,88,141,68,116
validation,rolled-in_scale_244.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_244.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_244_obj01_rolled-in_scale.jpg,103,80,176,198,98,75,181,200,83,125
validation,rolled-in_scale_244.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_244.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_244_obj02_rolled-in_scale.jpg,99,2,178,120,94,0,183,125,89,125
validation,rolled-in_scale_245.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_245.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_245_obj00_rolled-in_scale.jpg,6,80,138,199,1,75,143,200,142,125
validation,rolled-in_scale_245.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_245.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_245_obj01_rolled-in_scale.jpg,32,31,152,106,27,26,157,111,130,85
validation,rolled-in_scale_246.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_246.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_246_obj00_rolled-in_scale.jpg,34,59,136,180,29,54,141,185,112,131
validation,rolled-in_scale_246.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_246.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_246_obj01_rolled-in_scale.jpg,2,3,118,39,0,0,123,44,123,44
validation,rolled-in_scale_247.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_247.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_247_obj00_rolled-in_scale.jpg,10,25,79,108,5,20,84,113,79,93
validation,rolled-in_scale_247.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_247.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_247_obj01_rolled-in_scale.jpg,42,99,89,183,37,94,94,188,57,94
validation,rolled-in_scale_247.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_247.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_247_obj02_rolled-in_scale.jpg,25,1,58,17,20,0,63,22,43,22
validation,rolled-in_scale_248.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_248.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_248_obj00_rolled-in_scale.jpg,56,2,113,66,51,0,118,71,67,71
validation,rolled-in_scale_248.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_248.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_248_obj01_rolled-in_scale.jpg,44,73,161,198,39,68,166,200,127,132
validation,rolled-in_scale_249.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_249.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_249_obj00_rolled-in_scale.jpg,22,62,157,192,17,57,162,197,145,140
validation,rolled-in_scale_250.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_250.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_250_obj00_rolled-in_scale.jpg,91,99,141,198,86,94,146,200,60,106
validation,rolled-in_scale_250.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_250.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_250_obj01_rolled-in_scale.jpg,152,39,199,200,147,34,200,200,53,166
validation,rolled-in_scale_250.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_250.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_250_obj02_rolled-in_scale.jpg,91,2,136,39,86,0,141,44,55,44
validation,rolled-in_scale_251.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_251.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_251_obj00_rolled-in_scale.jpg,1,58,58,200,0,53,63,200,63,147
validation,rolled-in_scale_251.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_251.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_251_obj01_rolled-in_scale.jpg,1,1,48,32,0,0,53,37,53,37
validation,rolled-in_scale_252.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_252.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_252_obj00_rolled-in_scale.jpg,49,67,155,199,44,62,160,200,116,138
validation,rolled-in_scale_252.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_252.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_252_obj01_rolled-in_scale.jpg,60,2,123,61,55,0,128,66,73,66
validation,rolled-in_scale_253.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_253.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_253_obj00_rolled-in_scale.jpg,1,6,122,125,0,1,127,130,127,129
validation,rolled-in_scale_254.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_254.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_254_obj00_rolled-in_scale.jpg,55,110,146,198,50,105,151,200,101,95
validation,rolled-in_scale_255.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_255.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_255_obj00_rolled-in_scale.jpg,1,42,69,197,0,37,74,200,74,163
validation,rolled-in_scale_255.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_255.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_255_obj01_rolled-in_scale.jpg,72,27,113,129,67,22,118,134,51,112
validation,rolled-in_scale_255.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_255.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_255_obj02_rolled-in_scale.jpg,5,5,69,68,0,0,74,73,74,73
validation,rolled-in_scale_255.jpg,3,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_255.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_255_obj03_rolled-in_scale.jpg,153,50,195,83,148,45,200,88,52,43
validation,rolled-in_scale_256.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_256.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_256_obj00_rolled-in_scale.jpg,19,45,111,199,14,40,116,200,102,160
validation,rolled-in_scale_257.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_257.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_257_obj00_rolled-in_scale.jpg,1,37,68,200,0,32,73,200,73,168
validation,rolled-in_scale_257.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_257.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_257_obj01_rolled-in_scale.jpg,100,107,156,198,95,102,161,200,66,98
validation,rolled-in_scale_257.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_257.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_257_obj02_rolled-in_scale.jpg,101,31,166,109,96,26,171,114,75,88
validation,rolled-in_scale_258.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_258.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_258_obj00_rolled-in_scale.jpg,8,59,143,200,3,54,148,200,145,146
validation,rolled-in_scale_259.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_259.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_259_obj00_rolled-in_scale.jpg,3,61,125,199,0,56,130,200,130,144
validation,rolled-in_scale_259.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_259.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_259_obj01_rolled-in_scale.jpg,68,97,200,190,63,92,200,195,137,103
validation,rolled-in_scale_259.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_259.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_259_obj02_rolled-in_scale.jpg,52,1,111,36,47,0,116,41,69,41
validation,rolled-in_scale_259.jpg,3,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_259.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_259_obj03_rolled-in_scale.jpg,104,1,182,40,99,0,187,45,88,45
validation,rolled-in_scale_260.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_260.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_260_obj00_rolled-in_scale.jpg,115,95,180,197,110,90,185,200,75,110
validation,rolled-in_scale_260.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_260.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_260_obj01_rolled-in_scale.jpg,1,30,112,121,0,25,117,126,117,101
validation,rolled-in_scale_260.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_260.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_260_obj02_rolled-in_scale.jpg,92,1,187,77,87,0,192,82,105,82
validation,rolled-in_scale_261.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_261.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_261_obj00_rolled-in_scale.jpg,6,7,107,131,1,2,112,136,111,134
validation,rolled-in_scale_262.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_262.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_262_obj00_rolled-in_scale.jpg,12,45,121,180,7,40,126,185,119,145
validation,rolled-in_scale_263.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_263.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_263_obj00_rolled-in_scale.jpg,61,83,172,196,56,78,177,200,121,122
validation,rolled-in_scale_263.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_263.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_263_obj01_rolled-in_scale.jpg,35,2,181,94,30,0,186,99,156,99
validation,rolled-in_scale_264.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_264.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_264_obj00_rolled-in_scale.jpg,32,73,140,180,27,68,145,185,118,117
validation,rolled-in_scale_264.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_264.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_264_obj01_rolled-in_scale.jpg,46,3,152,64,41,0,157,69,116,69
validation,rolled-in_scale_264.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_264.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_264_obj02_rolled-in_scale.jpg,146,56,197,189,141,51,200,194,59,143
validation,rolled-in_scale_265.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_265.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_265_obj00_rolled-in_scale.jpg,1,33,54,184,0,28,59,189,59,161
validation,rolled-in_scale_265.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_265.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_265_obj01_rolled-in_scale.jpg,134,91,194,166,129,86,199,171,70,85
validation,rolled-in_scale_266.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_266.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_266_obj00_rolled-in_scale.jpg,1,22,80,151,0,17,85,156,85,139
validation,rolled-in_scale_266.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_266.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_266_obj01_rolled-in_scale.jpg,121,41,195,93,116,36,200,98,84,62
validation,rolled-in_scale_267.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_267.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_267_obj00_rolled-in_scale.jpg,102,53,146,107,97,48,151,112,54,64
validation,rolled-in_scale_267.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_267.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_267_obj01_rolled-in_scale.jpg,75,1,193,35,70,0,198,40,128,40
validation,rolled-in_scale_267.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_267.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_267_obj02_rolled-in_scale.jpg,76,134,197,193,71,129,200,198,129,69
validation,rolled-in_scale_268.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_268.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_268_obj00_rolled-in_scale.jpg,15,117,191,194,10,112,196,199,186,87
validation,rolled-in_scale_268.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_268.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_268_obj01_rolled-in_scale.jpg,25,27,166,158,20,22,171,163,151,141
validation,rolled-in_scale_269.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_269.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_269_obj00_rolled-in_scale.jpg,112,59,191,118,107,54,196,123,89,69
validation,rolled-in_scale_270.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_270.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_270_obj00_rolled-in_scale.jpg,18,133,122,197,13,128,127,200,114,72
validation,rolled-in_scale_270.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_270.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_270_obj01_rolled-in_scale.jpg,23,5,114,73,18,0,119,78,101,78
validation,rolled-in_scale_270.jpg,2,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_270.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_270_obj02_rolled-in_scale.jpg,36,67,175,124,31,62,180,129,149,67
validation,rolled-in_scale_271.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_271.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_271_obj00_rolled-in_scale.jpg,33,1,101,39,28,0,106,44,78,44
validation,rolled-in_scale_271.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_271.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_271_obj01_rolled-in_scale.jpg,70,122,127,172,65,117,132,177,67,60
validation,rolled-in_scale_272.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_272.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_272_obj00_rolled-in_scale.jpg,41,86,146,199,36,81,151,200,115,119
validation,rolled-in_scale_272.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_272.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_272_obj01_rolled-in_scale.jpg,101,1,160,91,96,0,165,96,69,96
validation,rolled-in_scale_273.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_273.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_273_obj00_rolled-in_scale.jpg,18,103,105,187,13,98,110,192,97,94
validation,rolled-in_scale_273.jpg,1,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_273.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_273_obj01_rolled-in_scale.jpg,10,1,99,88,5,0,104,93,99,93
validation,rolled-in_scale_274.jpg,0,rolled-in_scale,C:\NEU-DET\validation\images\rolled-in_scale\rolled-in_scale_274.jpg,C:\NEU-DET\crops\validation\rolled-in_scale\rolled-in_scale_274_obj00_rolled-in_scale.jpg,1,34,123,108,0,29,128,113,128,84
